Please enter the number of print jobs to run: 1000

 {||}                Original Order            {||} 
 {||} =================== {||} =============== {||} 
 {||}             294     {||}             820     {||}           3     {||}            Up 526     {||} 
 {||}             295     {||}             837     {||}           3     {||}            Up 542     {||} 
 {||}             296     {||}             851     {||}           3     {||}            Up 555     {||} 
 {||}             297     {||}             852     {||}           3     {||}            Up 555     {||} 
 {||}             298     {||}             868     {||}           3     {||}            Up 570     {||} 
 {||}             299     {||}             870     {||}           3     {||}            Up 571     {||} 
 {||}             300     {||}             876     {||}           3     {||}            Up 576     {||} 
 {||}             301     {||}             903     {||}           3     {||}            Up 602     {||} 
 {||}             302     {||}             910     {||}           3     {||}            Up 608     {||} 
 {||}             303     {||}             917     {||}           3     {||}            Up 614     {||} 
 {||}             304     {||}             921     {||}           3     {||}            Up 617     {||} 
 {||}             305     {||}             930     {||}           3     {||}            Up 625     {||} 
 {||}             306     {||}             934     {||}           3     {||}            Up 628     {||} 
 {||}             307     {||}             945     {||}           3     {||}            Up 638     {||} 
 {||}             308     {||}             955     {||}           3     {||}            Up 647     {||} 
 {||}             309     {||}             959     {||}           3     {||}            Up 650     {||} 
 {||}             310     {||}             961     {||}           3     {||}            Up 651     {||} 
 {||}             311     {||}             964     {||}           3     {||}            Up 653     {||} 
 {||}             312     {||}             969     {||}           3     {||}            Up 657     {||} 
 {||}             313     {||}             983     {||}           3     {||}            Up 670     {||} 
 {||}             314     {||}             990     {||}           3     {||}            Up 676     {||} 
 {||}             315     {||}              31     {||}           4     {||}          Down 284     {||} 
 {||}             316     {||}              43     {||}           4     {||}          Down 273     {||} 
 {||}             317     {||}              47     {||}           4     {||}          Down 270     {||} 
 {||}             318     {||}              65     {||}           4     {||}          Down 253     {||} 
 {||}             319     {||}              78     {||}           4     {||}          Down 241     {||} 
 {||}             320     {||}              87     {||}           4     {||}          Down 233     {||} 
 {||}             321     {||}             108     {||}           4     {||}          Down 213     {||} 
 {||}             322     {||}             127     {||}           4     {||}          Down 195     {||} 
 {||}             323     {||}             134     {||}           4     {||}          Down 189     {||} 
 {||}             324     {||}             163     {||}           4     {||}          Down 161     {||} 
 {||}             325     {||}             173     {||}           4     {||}          Down 152     {||} 
 {||}             326     {||}             189     {||}           4     {||}          Down 137     {||} 
 {||}             327     {||}             199     {||}           4     {||}          Down 128     {||} 
 {||}             328     {||}             205     {||}           4     {||}          Down 123     {||} 
 {||}             329     {||}             234     {||}           4     {||}          Down 95     {||} 
 {||}             330     {||}             241     {||}           4     {||}          Down 89     {||} 
 {||}             331     {||}             243     {||}           4     {||}          Down 88     {||} 
 {||}             332     {||}             274     {||}           4     {||}          Down 58     {||} 
 {||}             333     {||}             280     {||}           4     {||}          Down 53     {||} 
 {||}             334     {||}             284     {||}           4     {||}          Down 50     {||} 
 {||}             335     {||}             290     {||}           4     {||}          Down 45     {||} 
 {||}             336     {||}             292     {||}           4     {||}          Down 44     {||} 
 {||}             337     {||}             327     {||}           4     {||}          Down 10     {||} 
 {||}             338     {||}             333     {||}           4     {||}          Down 5     {||} 
 {||}             339     {||}             335     {||}           4     {||}          Down 4     {||} 
 {||}             340     {||}             339     {||}           4     {||}          Down 1     {||} 
 {||}             341     {||}             346     {||}           4     {||}            Up 5     {||} 
 {||}             342     {||}             350     {||}           4     {||}            Up 8     {||} 
 {||}             343     {||}             357     {||}           4     {||}            Up 14     {||} 
 {||}             344     {||}             368     {||}           4     {||}            Up 24     {||} 
 {||}             345     {||}             371     {||}           4     {||}            Up 26     {||} 
 {||}             346     {||}             377     {||}           4     {||}            Up 31     {||} 
 {||}             347     {||}             395     {||}           4     {||}            Up 48     {||} 
 {||}             348     {||}             409     {||}           4     {||}            Up 61     {||} 
 {||}             349     {||}             416     {||}           4     {||}            Up 67     {||} 
 {||}             350     {||}             437     {||}           4     {||}            Up 87     {||} 
 {||}             351     {||}             443     {||}           4     {||}            Up 92     {||} 
 {||}             352     {||}             458     {||}           4     {||}            Up 106     {||} 
 {||}             353     {||}             463     {||}           4     {||}            Up 110     {||} 
 {||}             354     {||}             480     {||}           4     {||}            Up 126     {||} 
 {||}             355     {||}             481     {||}           4     {||}            Up 126     {||} 
 {||}             356     {||}             497     {||}           4     {||}            Up 141     {||} 
 {||}             357     {||}             501     {||}           4     {||}            Up 144     {||} 
 {||}             358     {||}             522     {||}           4     {||}            Up 164     {||} 
 {||}             359     {||}             531     {||}           4     {||}            Up 172     {||} 
 {||}             360     {||}             533     {||}           4     {||}            Up 173     {||} 
 {||}             361     {||}             543     {||}           4     {||}            Up 182     {||} 
 {||}             362     {||}             546     {||}           4     {||}            Up 184     {||} 
 {||}             363     {||}             549     {||}           4     {||}            Up 186     {||} 
 {||}             364     {||}             580     {||}           4     {||}            Up 216     {||} 
 {||}             365     {||}             581     {||}           4     {||}            Up 216     {||} 
 {||}             366     {||}             595     {||}           4     {||}            Up 229     {||} 
 {||}             367     {||}             602     {||}           4     {||}            Up 235     {||} 
 {||}             368     {||}             629     {||}           4     {||}            Up 261     {||} 
 {||}             369     {||}             636     {||}           4     {||}            Up 267     {||} 
 {||}             370     {||}             642     {||}           4     {||}            Up 272     {||} 
 {||}             371     {||}             648     {||}           4     {||}            Up 277     {||} 
 {||}             372     {||}             650     {||}           4     {||}            Up 278     {||} 
 {||}             373     {||}             671     {||}           4     {||}            Up 298     {||} 
 {||}             374     {||}             679     {||}           4     {||}            Up 305     {||} 
 {||}             375     {||}             688     {||}           4     {||}            Up 313     {||} 
 {||}             376     {||}             689     {||}           4     {||}            Up 313     {||} 
 {||}             377     {||}             697     {||}           4     {||}            Up 320     {||} 
 {||}             378     {||}             716     {||}           4     {||}            Up 338     {||} 
 {||}             379     {||}             718     {||}           4     {||}            Up 339     {||} 
 {||}             380     {||}             723     {||}           4     {||}            Up 343     {||} 
 {||}             381     {||}             747     {||}           4     {||}            Up 366     {||} 
 {||}             382     {||}             750     {||}           4     {||}            Up 368     {||} 
 {||}             383     {||}             751     {||}           4     {||}            Up 368     {||} 
 {||}             384     {||}             768     {||}           4     {||}            Up 384     {||} 
 {||}             385     {||}             791     {||}           4     {||}            Up 406     {||} 
 {||}             386     {||}             794     {||}           4     {||}            Up 408     {||} 
 {||}             387     {||}             801     {||}           4     {||}            Up 414     {||} 
 {||}             388     {||}             807     {||}           4     {||}            Up 419     {||} 
 {||}             389     {||}             823     {||}           4     {||}            Up 434     {||} 
 {||}             390     {||}             828     {||}           4     {||}            Up 438     {||} 
 {||}             391     {||}             830     {||}           4     {||}            Up 439     {||} 
 {||}             392     {||}             847     {||}           4     {||}            Up 455     {||} 
 {||}             393     {||}             848     {||}           4     {||}            Up 455     {||} 
 {||}             394     {||}             861     {||}           4     {||}            Up 467     {||} 
 {||}             395     {||}             877     {||}           4     {||}            Up 482     {||} 
 {||}             396     {||}             920     {||}           4     {||}            Up 524     {||} 
 {||}             397     {||}             939     {||}           4     {||}            Up 542     {||} 
 {||}             398     {||}             950     {||}           4     {||}            Up 552     {||} 
 {||}             399     {||}             953     {||}           4     {||}            Up 554     {||} 
 {||}             400     {||}             963     {||}           4     {||}            Up 563     {||} 
 {||}             401     {||}             967     {||}           4     {||}            Up 566     {||} 
 {||}             402     {||}             970     {||}           4     {||}            Up 568     {||} 
 {||}             403     {||}             971     {||}           4     {||}            Up 568     {||} 
 {||}             404     {||}             972     {||}           4     {||}            Up 568     {||} 
 {||}             405     {||}             980     {||}           4     {||}            Up 575     {||} 
 {||}             406     {||}             986     {||}           4     {||}            Up 580     {||} 
 {||}             407     {||}             996     {||}           4     {||}            Up 589     {||} 
 {||}             408     {||}             997     {||}           4     {||}            Up 589     {||} 
 {||}             409     {||}               6     {||}           5     {||}          Down 403     {||} 
 {||}             410     {||}              46     {||}           5     {||}          Down 364     {||} 
 {||}             411     {||}              69     {||}           5     {||}          Down 342     {||} 
 {||}             412     {||}              72     {||}           5     {||}          Down 340     {||} 
 {||}             413     {||}              74     {||}           5     {||}          Down 339     {||} 
 {||}             414     {||}              84     {||}           5     {||}          Down 330     {||} 
 {||}             415     {||}              91     {||}           5     {||}          Down 324     {||} 
 {||}             416     {||}             103     {||}           5     {||}          Down 313     {||} 
 {||}             417     {||}             117     {||}           5     {||}          Down 300     {||} 
 {||}             418     {||}             120     {||}           5     {||}          Down 298     {||} 
 {||}             419     {||}             128     {||}           5     {||}          Down 291     {||} 
 {||}             420     {||}             132     {||}           5     {||}          Down 288     {||} 
 {||}             421     {||}             135     {||}           5     {||}          Down 286     {||} 
 {||}             422     {||}             142     {||}           5     {||}          Down 280     {||} 
 {||}             423     {||}             151     {||}           5     {||}          Down 272     {||} 
 {||}             424     {||}             166     {||}           5     {||}          Down 258     {||} 
 {||}             425     {||}             167     {||}           5     {||}          Down 258     {||} 
 {||}             426     {||}             187     {||}           5     {||}          Down 239     {||} 
 {||}             427     {||}             192     {||}           5     {||}          Down 235     {||} 
 {||}             428     {||}             218     {||}           5     {||}          Down 210     {||} 
 {||}             429     {||}             226     {||}           5     {||}          Down 203     {||} 
 {||}             430     {||}             229     {||}           5     {||}          Down 201     {||} 
 {||}             431     {||}             238     {||}           5     {||}          Down 193     {||} 
 {||}             432     {||}             245     {||}           5     {||}          Down 187     {||} 
 {||}             433     {||}             249     {||}           5     {||}          Down 184     {||} 
 {||}             434     {||}             250     {||}           5     {||}          Down 184     {||} 
 {||}             435     {||}             256     {||}           5     {||}          Down 179     {||} 
 {||}             436     {||}             276     {||}           5     {||}          Down 160     {||} 
 {||}             437     {||}             286     {||}           5     {||}          Down 151     {||} 
 {||}             438     {||}             287     {||}           5     {||}          Down 151     {||} 
 {||}             439     {||}             306     {||}           5     {||}          Down 133     {||} 
 {||}             440     {||}             360     {||}           5     {||}          Down 80     {||} 
 {||}             441     {||}             370     {||}           5     {||}          Down 71     {||} 
 {||}             442     {||}             384     {||}           5     {||}          Down 58     {||} 
 {||}             443     {||}             402     {||}           5     {||}          Down 41     {||} 
 {||}             444     {||}             419     {||}           5     {||}          Down 25     {||} 
 {||}             445     {||}             423     {||}           5     {||}          Down 22     {||} 
 {||}             446     {||}             427     {||}           5     {||}          Down 19     {||} 
 {||}             447     {||}             435     {||}           5     {||}          Down 12     {||} 
 {||}             448     {||}             439     {||}           5     {||}          Down 9     {||} 
 {||}             449     {||}             473     {||}           5     {||}            Up 24     {||} 
 {||}             450     {||}             478     {||}           5     {||}            Up 28     {||} 
 {||}             451     {||}             483     {||}           5     {||}            Up 32     {||} 
 {||}             452     {||}             496     {||}           5     {||}            Up 44     {||} 
 {||}             453     {||}             504     {||}           5     {||}            Up 51     {||} 
 {||}             454     {||}             505     {||}           5     {||}            Up 51     {||} 
 {||}             455     {||}             506     {||}           5     {||}            Up 51     {||} 
 {||}             456     {||}             507     {||}           5     {||}            Up 51     {||} 
 {||}             457     {||}             515     {||}           5     {||}            Up 58     {||} 
 {||}             458     {||}             529     {||}           5     {||}            Up 71     {||} 
 {||}             459     {||}             537     {||}           5     {||}            Up 78     {||} 
 {||}             460     {||}             548     {||}           5     {||}            Up 88     {||} 
 {||}             461     {||}             550     {||}           5     {||}            Up 89     {||} 
 {||}             462     {||}             556     {||}           5     {||}            Up 94     {||} 
 {||}             463     {||}             559     {||}           5     {||}            Up 96     {||} 
 {||}             464     {||}             567     {||}           5     {||}            Up 103     {||} 
 {||}             465     {||}             571     {||}           5     {||}            Up 106     {||} 
 {||}             466     {||}             574     {||}           5     {||}            Up 108     {||} 
 {||}             467     {||}             576     {||}           5     {||}            Up 109     {||} 
 {||}             468     {||}             591     {||}           5     {||}            Up 123     {||} 
 {||}             469     {||}             599     {||}           5     {||}            Up 130     {||} 
 {||}             470     {||}             600     {||}           5     {||}            Up 130     {||} 
 {||}             471     {||}             603     {||}           5     {||}            Up 132     {||} 
 {||}             472     {||}             613     {||}           5     {||}            Up 141     {||} 
 {||}             473     {||}             616     {||}           5     {||}            Up 143     {||} 
 {||}             474     {||}             620     {||}           5     {||}            Up 146     {||} 
 {||}             475     {||}             625     {||}           5     {||}            Up 150     {||} 
 {||}             476     {||}             633     {||}           5     {||}            Up 157     {||} 
 {||}             477     {||}             640     {||}           5     {||}            Up 163     {||} 
 {||}             478     {||}             645     {||}           5     {||}            Up 167     {||} 
 {||}             479     {||}             651     {||}           5     {||}            Up 172     {||} 
 {||}             480     {||}             655     {||}           5     {||}            Up 175     {||} 
 {||}             481     {||}             665     {||}           5     {||}            Up 184     {||} 
 {||}             482     {||}             670     {||}           5     {||}            Up 188     {||} 
 {||}             483     {||}             676     {||}           5     {||}            Up 193     {||} 
 {||}             484     {||}             683     {||}           5     {||}            Up 199     {||} 
 {||}             485     {||}             685     {||}           5     {||}            Up 200     {||} 
 {||}             486     {||}             706     {||}           5     {||}            Up 220     {||} 
 {||}             487     {||}             727     {||}           5     {||}            Up 240     {||} 
 {||}             488     {||}             728     {||}           5     {||}            Up 240     {||} 
 {||}             489     {||}             735     {||}           5     {||}            Up 246     {||} 
 {||}             490     {||}             743     {||}           5     {||}            Up 253     {||} 
 {||}             491     {||}             752     {||}           5     {||}            Up 261     {||} 
 {||}             492     {||}             756     {||}           5     {||}            Up 264     {||} 
 {||}             493     {||}             776     {||}           5     {||}            Up 283     {||} 
 {||}             494     {||}             778     {||}           5     {||}            Up 284     {||} 
 {||}             495     {||}             784     {||}           5     {||}            Up 289     {||} 
 {||}             496     {||}             788     {||}           5     {||}            Up 292     {||} 
 {||}             497     {||}             802     {||}           5     {||}            Up 305     {||} 
 {||}             498     {||}             811     {||}           5     {||}            Up 313     {||} 
 {||}             499     {||}             815     {||}           5     {||}            Up 316     {||} 
 {||}             500     {||}             850     {||}           5     {||}            Up 350     {||} 
 {||}             501     {||}             857     {||}           5     {||}            Up 356     {||} 
 {||}             502     {||}             871     {||}           5     {||}            Up 369     {||} 
 {||}             503     {||}             875     {||}           5     {||}            Up 372     {||} 
 {||}             504     {||}             885     {||}           5     {||}            Up 381     {||} 
 {||}             505     {||}             889     {||}           5     {||}            Up 384     {||} 
 {||}             506     {||}             893     {||}           5     {||}            Up 387     {||} 
 {||}             507     {||}             896     {||}           5     {||}            Up 389     {||} 
 {||}             508     {||}             898     {||}           5     {||}            Up 390     {||} 
 {||}             509     {||}             899     {||}           5     {||}            Up 390     {||} 
 {||}             510     {||}             901     {||}           5     {||}            Up 391     {||} 
 {||}             511     {||}             929     {||}           5     {||}            Up 418     {||} 
 {||}             512     {||}             936     {||}           5     {||}            Up 424     {||} 
 {||}             513     {||}             941     {||}           5     {||}            Up 428     {||} 
 {||}             514     {||}             947     {||}           5     {||}            Up 433     {||} 
 {||}             515     {||}             974     {||}           5     {||}            Up 459     {||} 
 {||}             516     {||}             979     {||}           5     {||}            Up 463     {||} 
 {||}             517     {||}             994     {||}           5     {||}            Up 477     {||} 
 {||}             518     {||}             995     {||}           5     {||}            Up 477     {||} 
 {||}             519     {||}              13     {||}           6     {||}          Down 506     {||} 
 {||}             520     {||}              20     {||}           6     {||}          Down 500     {||} 
 {||}             521     {||}              25     {||}           6     {||}          Down 496     {||} 
 {||}             522     {||}              30     {||}           6     {||}          Down 492     {||} 
 {||}             523     {||}              32     {||}           6     {||}          Down 491     {||} 
 {||}             524     {||}              34     {||}           6     {||}          Down 490     {||} 
 {||}             525     {||}              37     {||}           6     {||}          Down 488     {||} 
 {||}             526     {||}              45     {||}           6     {||}          Down 481     {||} 
 {||}             527     {||}              50     {||}           6     {||}          Down 477     {||} 
 {||}             528     {||}              52     {||}           6     {||}          Down 476     {||} 
 {||}             529     {||}              67     {||}           6     {||}          Down 462     {||} 
 {||}             530     {||}              71     {||}           6     {||}          Down 459     {||} 
 {||}             531     {||}             124     {||}           6     {||}          Down 407     {||} 
 {||}             532     {||}             170     {||}           6     {||}          Down 362     {||} 
 {||}             533     {||}             178     {||}           6     {||}          Down 355     {||} 
 {||}             534     {||}             180     {||}           6     {||}          Down 354     {||} 
 {||}             535     {||}             185     {||}           6     {||}          Down 350     {||} 
 {||}             536     {||}             186     {||}           6     {||}          Down 350     {||} 
 {||}             537     {||}             190     {||}           6     {||}          Down 347     {||} 
 {||}             538     {||}             208     {||}           6     {||}          Down 330     {||} 
 {||}             539     {||}             236     {||}           6     {||}          Down 303     {||} 
 {||}             540     {||}             267     {||}           6     {||}          Down 273     {||} 
 {||}             541     {||}             289     {||}           6     {||}          Down 252     {||} 
 {||}             542     {||}             301     {||}           6     {||}          Down 241     {||} 
 {||}             543     {||}             303     {||}           6     {||}          Down 240     {||} 
 {||}             544     {||}             313     {||}           6     {||}          Down 231     {||} 
 {||}             545     {||}             314     {||}           6     {||}          Down 231     {||} 
 {||}             546     {||}             319     {||}           6     {||}          Down 227     {||} 
 {||}             547     {||}             344     {||}           6     {||}          Down 203     {||} 
 {||}             548     {||}             362     {||}           6     {||}          Down 186     {||} 
 {||}             549     {||}             378     {||}           6     {||}          Down 171     {||} 
 {||}             550     {||}             379     {||}           6     {||}          Down 171     {||} 
 {||}             551     {||}             383     {||}           6     {||}          Down 168     {||} 
 {||}             552     {||}             403     {||}           6     {||}          Down 149     {||} 
 {||}             553     {||}             405     {||}           6     {||}          Down 148     {||} 
 {||}             554     {||}             412     {||}           6     {||}          Down 142     {||} 
 {||}             555     {||}             420     {||}           6     {||}          Down 135     {||} 
 {||}             556     {||}             424     {||}           6     {||}          Down 132     {||} 
 {||}             557     {||}             436     {||}           6     {||}          Down 121     {||} 
 {||}             558     {||}             447     {||}           6     {||}          Down 111     {||} 
 {||}             559     {||}             470     {||}           6     {||}          Down 89     {||} 
 {||}             560     {||}             471     {||}           6     {||}          Down 89     {||} 
 {||}             561     {||}             476     {||}           6     {||}          Down 85     {||} 
 {||}             562     {||}             482     {||}           6     {||}          Down 80     {||} 
 {||}             563     {||}             491     {||}           6     {||}          Down 72     {||} 
 {||}             564     {||}             494     {||}           6     {||}          Down 70     {||} 
 {||}             565     {||}             527     {||}           6     {||}          Down 38     {||} 
 {||}             566     {||}             541     {||}           6     {||}          Down 25     {||} 
 {||}             567     {||}             545     {||}           6     {||}          Down 22     {||} 
 {||}             568     {||}             551     {||}           6     {||}          Down 17     {||} 
 {||}             569     {||}             553     {||}           6     {||}          Down 16     {||} 
 {||}             570     {||}             557     {||}           6     {||}          Down 13     {||} 
 {||}             571     {||}             566     {||}           6     {||}          Down 5     {||} 
 {||}             572     {||}             575     {||}           6     {||}            Up 3     {||} 
 {||}             573     {||}             578     {||}           6     {||}            Up 5     {||} 
 {||}             574     {||}             584     {||}           6     {||}            Up 10     {||} 
 {||}             575     {||}             588     {||}           6     {||}            Up 13     {||} 
 {||}             576     {||}             590     {||}           6     {||}            Up 14     {||} 
 {||}             577     {||}             594     {||}           6     {||}            Up 17     {||} 
 {||}             578     {||}             609     {||}           6     {||}            Up 31     {||} 
 {||}             579     {||}             619     {||}           6     {||}            Up 40     {||} 
 {||}             580     {||}             623     {||}           6     {||}            Up 43     {||} 
 {||}             581     {||}             628     {||}           6     {||}            Up 47     {||} 
 {||}             582     {||}             638     {||}           6     {||}            Up 56     {||} 
 {||}             583     {||}             641     {||}           6     {||}            Up 58     {||} 
 {||}             584     {||}             659     {||}           6     {||}            Up 75     {||} 
 {||}             585     {||}             660     {||}           6     {||}            Up 75     {||} 
 {||}             586     {||}             678     {||}           6     {||}            Up 92     {||} 
 {||}             587     {||}             702     {||}           6     {||}            Up 115     {||} 
 {||}             588     {||}             707     {||}           6     {||}            Up 119     {||} 
 {||}             589     {||}             724     {||}           6     {||}            Up 135     {||} 
 {||}             590     {||}             734     {||}           6     {||}            Up 144     {||} 
 {||}             591     {||}             757     {||}           6     {||}            Up 166     {||} 
 {||}             592     {||}             765     {||}           6     {||}            Up 173     {||} 
 {||}             593     {||}             785     {||}           6     {||}            Up 192     {||} 
 {||}             594     {||}             804     {||}           6     {||}            Up 210     {||} 
 {||}             595     {||}             809     {||}           6     {||}            Up 214     {||} 
 {||}             596     {||}             818     {||}           6     {||}            Up 222     {||} 
 {||}             597     {||}             826     {||}           6     {||}            Up 229     {||} 
 {||}             598     {||}             827     {||}           6     {||}            Up 229     {||} 
 {||}             599     {||}             832     {||}           6     {||}            Up 233     {||} 
 {||}             600     {||}             855     {||}           6     {||}            Up 255     {||} 
 {||}             601     {||}             858     {||}           6     {||}            Up 257     {||} 
 {||}             602     {||}             860     {||}           6     {||}            Up 258     {||} 
 {||}             603     {||}             869     {||}           6     {||}            Up 266     {||} 
 {||}             604     {||}             886     {||}           6     {||}            Up 282     {||} 
 {||}             605     {||}             902     {||}           6     {||}            Up 297     {||} 
 {||}             606     {||}             907     {||}           6     {||}            Up 301     {||} 
 {||}             607     {||}             919     {||}           6     {||}            Up 312     {||} 
 {||}             608     {||}             942     {||}           6     {||}            Up 334     {||} 
 {||}             609     {||}             998     {||}           6     {||}            Up 389     {||} 
 {||}             610     {||}               2     {||}           7     {||}          Down 608     {||} 
 {||}             611     {||}               4     {||}           7     {||}          Down 607     {||} 
 {||}             612     {||}              33     {||}           7     {||}          Down 579     {||} 
 {||}             613     {||}              54     {||}           7     {||}          Down 559     {||} 
 {||}             614     {||}              60     {||}           7     {||}          Down 554     {||} 
 {||}             615     {||}              73     {||}           7     {||}          Down 542     {||} 
 {||}             616     {||}              79     {||}           7     {||}          Down 537     {||} 
 {||}             617     {||}              80     {||}           7     {||}          Down 537     {||} 
 {||}             618     {||}              82     {||}           7     {||}          Down 536     {||} 
 {||}             619     {||}              86     {||}           7     {||}          Down 533     {||} 
 {||}             620     {||}              90     {||}           7     {||}          Down 530     {||} 
 {||}             621     {||}              95     {||}           7     {||}          Down 526     {||} 
 {||}             622     {||}              99     {||}           7     {||}          Down 523     {||} 
 {||}             623     {||}             101     {||}           7     {||}          Down 522     {||} 
 {||}             624     {||}             104     {||}           7     {||}          Down 520     {||} 
 {||}             625     {||}             113     {||}           7     {||}          Down 512     {||} 
 {||}             626     {||}             116     {||}           7     {||}          Down 510     {||} 
 {||}             627     {||}             119     {||}           7     {||}          Down 508     {||} 
 {||}             628     {||}             144     {||}           7     {||}          Down 484     {||} 
 {||}             629     {||}             156     {||}           7     {||}          Down 473     {||} 
 {||}             630     {||}             158     {||}           7     {||}          Down 472     {||} 
 {||}             631     {||}             196     {||}           7     {||}          Down 435     {||} 
 {||}             632     {||}             201     {||}           7     {||}          Down 431     {||} 
 {||}             633     {||}             214     {||}           7     {||}          Down 419     {||} 
 {||}             634     {||}             221     {||}           7     {||}          Down 413     {||} 
 {||}             635     {||}             230     {||}           7     {||}          Down 405     {||} 
 {||}             636     {||}             258     {||}           7     {||}          Down 378     {||} 
 {||}             637     {||}             265     {||}           7     {||}          Down 372     {||} 
 {||}             638     {||}             266     {||}           7     {||}          Down 372     {||} 
 {||}             639     {||}             268     {||}           7     {||}          Down 371     {||} 
 {||}             640     {||}             269     {||}           7     {||}          Down 371     {||} 
 {||}             641     {||}             270     {||}           7     {||}          Down 371     {||} 
 {||}             642     {||}             291     {||}           7     {||}          Down 351     {||} 
 {||}             643     {||}             302     {||}           7     {||}          Down 341     {||} 
 {||}             644     {||}             304     {||}           7     {||}          Down 340     {||} 
 {||}             645     {||}             345     {||}           7     {||}          Down 300     {||} 
 {||}             646     {||}             348     {||}           7     {||}          Down 298     {||} 
 {||}             647     {||}             355     {||}           7     {||}          Down 292     {||} 
 {||}             648     {||}             356     {||}           7     {||}          Down 292     {||} 
 {||}             649     {||}             398     {||}           7     {||}          Down 251     {||} 
 {||}             650     {||}             404     {||}           7     {||}          Down 246     {||} 
 {||}             651     {||}             421     {||}           7     {||}          Down 230     {||} 
 {||}             652     {||}             428     {||}           7     {||}          Down 224     {||} 
 {||}             653     {||}             432     {||}           7     {||}          Down 221     {||} 
 {||}             654     {||}             433     {||}           7     {||}          Down 221     {||} 
 {||}             655     {||}             449     {||}           7     {||}          Down 206     {||} 
 {||}             656     {||}             451     {||}           7     {||}          Down 205     {||} 
 {||}             657     {||}             452     {||}           7     {||}          Down 205     {||} 
 {||}             658     {||}             460     {||}           7     {||}          Down 198     {||} 
 {||}             659     {||}             464     {||}           7     {||}          Down 195     {||} 
 {||}             660     {||}             469     {||}           7     {||}          Down 191     {||} 
 {||}             661     {||}             472     {||}           7     {||}          Down 189     {||} 
 {||}             662     {||}             479     {||}           7     {||}          Down 183     {||} 
 {||}             663     {||}             499     {||}           7     {||}          Down 164     {||} 
 {||}             664     {||}             500     {||}           7     {||}          Down 164     {||} 
 {||}             665     {||}             514     {||}           7     {||}          Down 151     {||} 
 {||}             666     {||}             519     {||}           7     {||}          Down 147     {||} 
 {||}             667     {||}             554     {||}           7     {||}          Down 113     {||} 
 {||}             668     {||}             564     {||}           7     {||}          Down 104     {||} 
 {||}             669     {||}             573     {||}           7     {||}          Down 96     {||} 
 {||}             670     {||}             582     {||}           7     {||}          Down 88     {||} 
 {||}             671     {||}             583     {||}           7     {||}          Down 88     {||} 
 {||}             672     {||}             586     {||}           7     {||}          Down 86     {||} 
 {||}             673     {||}             593     {||}           7     {||}          Down 80     {||} 
 {||}             674     {||}             597     {||}           7     {||}          Down 77     {||} 
 {||}             675     {||}             598     {||}           7     {||}          Down 77     {||} 
 {||}             676     {||}             627     {||}           7     {||}          Down 49     {||} 
 {||}             677     {||}             632     {||}           7     {||}          Down 45     {||} 
 {||}             678     {||}             637     {||}           7     {||}          Down 41     {||} 
 {||}             679     {||}             653     {||}           7     {||}          Down 26     {||} 
 {||}             680     {||}             663     {||}           7     {||}          Down 17     {||} 
 {||}             681     {||}             672     {||}           7     {||}          Down 9     {||} 
 {||}             682     {||}             691     {||}           7     {||}            Up 9     {||} 
 {||}             683     {||}             696     {||}           7     {||}            Up 13     {||} 
 {||}             684     {||}             698     {||}           7     {||}            Up 14     {||} 
 {||}             685     {||}             709     {||}           7     {||}            Up 24     {||} 
 {||}             686     {||}             712     {||}           7     {||}            Up 26     {||} 
 {||}             687     {||}             713     {||}           7     {||}            Up 26     {||} 
 {||}             688     {||}             717     {||}           7     {||}            Up 29     {||} 
 {||}             689     {||}             719     {||}           7     {||}            Up 30     {||} 
 {||}             690     {||}             733     {||}           7     {||}            Up 43     {||} 
 {||}             691     {||}             746     {||}           7     {||}            Up 55     {||} 
 {||}             692     {||}             749     {||}           7     {||}            Up 57     {||} 
 {||}             693     {||}             780     {||}           7     {||}            Up 87     {||} 
 {||}             694     {||}             789     {||}           7     {||}            Up 95     {||} 
 {||}             695     {||}             793     {||}           7     {||}            Up 98     {||} 
 {||}             696     {||}             797     {||}           7     {||}            Up 101     {||} 
 {||}             697     {||}             838     {||}           7     {||}            Up 141     {||} 
 {||}             698     {||}             842     {||}           7     {||}            Up 144     {||} 
 {||}             699     {||}             865     {||}           7     {||}            Up 166     {||} 
 {||}             700     {||}             874     {||}           7     {||}            Up 174     {||} 
 {||}             701     {||}             878     {||}           7     {||}            Up 177     {||} 
 {||}             702     {||}             905     {||}           7     {||}            Up 203     {||} 
 {||}             703     {||}             908     {||}           7     {||}            Up 205     {||} 
 {||}             704     {||}             912     {||}           7     {||}            Up 208     {||} 
 {||}             705     {||}             916     {||}           7     {||}            Up 211     {||} 
 {||}             706     {||}             922     {||}           7     {||}            Up 216     {||} 
 {||}             707     {||}             957     {||}           7     {||}            Up 250     {||} 
 {||}             708     {||}             958     {||}           7     {||}            Up 250     {||} 
 {||}             709     {||}             973     {||}           7     {||}            Up 264     {||} 
 {||}             710     {||}               7     {||}           8     {||}          Down 703     {||} 
 {||}             711     {||}               8     {||}           8     {||}          Down 703     {||} 
 {||}             712     {||}              12     {||}           8     {||}          Down 700     {||} 
 {||}             713     {||}              16     {||}           8     {||}          Down 697     {||} 
 {||}             714     {||}              18     {||}           8     {||}          Down 696     {||} 
 {||}             715     {||}              27     {||}           8     {||}          Down 688     {||} 
